localizacao;DataHora;CF;CC;link;Dia;Hora;Valor
Kalami Kafenion;14/01/2014 13:24;L3191;C9635;both;14 - Terça-feira;13;17
Kalami Kafenion;14/01/2014 13:24;L2070;C8332;both;14 - Terça-feira;13;15
Hippokampos;14/01/2014 13:25;L4164;C7688;credit;14 - Terça-feira;13;24
Gelatogalore;14/01/2014 13:32;L3800;C7384;both;14 - Terça-feira;13;27
Gelatogalore;14/01/2014 13:32;L9637;C2142;credit;14 - Terça-feira;13;33
Katerina’s Café;14/01/2014 13:32;L9254;C7354;both;14 - Terça-feira;13;21
Gelatogalore;14/01/2014 13:33;L6886;C2463;both;14 - Terça-feira;13;39
Katerina’s Café;14/01/2014 13:34;L8566;C4795;both;14 - Terça-feira;13;29
Abila Zacharo;14/01/2014 13:35;L6110;C8411;both;14 - Terça-feira;13;31
Abila Zacharo;14/01/2014 13:35;L3259;C9405;both;14 - Terça-feira;13;15
Guy's Gyros;14/01/2014 13:36;L7783;C1415;credit;14 - Terça-feira;13;13
Hippokampos;14/01/2014 13:37;L1485;C3853;both;14 - Terça-feira;13;19
Abila Zacharo;14/01/2014 13:37;L8012;C1310;both;14 - Terça-feira;13;10
Abila Zacharo;14/01/2014 13:38;L8148;C6816;both;14 - Terça-feira;13;8
Ouzeri Elian;14/01/2014 13:40;L2490;C3484;credit;14 - Terça-feira;13;107
Kalami Kafenion;14/01/2014 13:40;L4034;C5407;both;14 - Terça-feira;13;33
Ouzeri Elian;14/01/2014 13:41;L6267;C6899;credit;14 - Terça-feira;13;80
Katerina’s Café;14/01/2014 13:41;L9362;C3547;credit;14 - Terça-feira;13;75
Hippokampos;14/01/2014 13:42;L6119;C7889;credit;14 - Terça-feira;13;99
Kalami Kafenion;14/01/2014 13:42;L7814;C3492;both;14 - Terça-feira;13;23
Katerina’s Café;14/01/2014 13:43;L6267;C6899;both;14 - Terça-feira;13;32
Guy's Gyros;14/01/2014 13:44;L4424;C1874;both;14 - Terça-feira;13;16
Gelatogalore;14/01/2014 13:49;L3014;C1877;credit;14 - Terça-feira;13;71
Guy's Gyros;14/01/2014 13:49;L5553;C9617;both;14 - Terça-feira;13;38
Kalami Kafenion;14/01/2014 13:50;L9406;C4948;both;14 - Terça-feira;13;28
Kalami Kafenion;14/01/2014 13:51;L4149;C1321;both;14 - Terça-feira;13;15
Ouzeri Elian;14/01/2014 13:51;L6544;C7108;credit;14 - Terça-feira;13;62
Ouzeri Elian;14/01/2014 13:53;L1107;C2681;both;14 - Terça-feira;13;34
Gelatogalore;14/01/2014 13:57;L2247;C5368;both;14 - Terça-feira;13;36
Hippokampos;14/01/2014 13:57;L9363;C6901;both;14 - Terça-feira;13;17
Katerina’s Café;14/01/2014 13:58;L5259;C7819;both;14 - Terça-feira;13;34
Guy's Gyros;14/01/2014 13:59;L3288;C1286;both;14 - Terça-feira;13;50
Ouzeri Elian;14/01/2014 14:01;L6417;C7117;both;14 - Terça-feira;14;20
Gelatogalore;14/01/2014 14:03;L8328;C8129;credit;14 - Terça-feira;14;102
Abila Zacharo;14/01/2014 14:03;L2169;C4434;both;14 - Terça-feira;14;25
Abila Scrapyard;14/01/2014 14:13;L3317;C2276;both;14 - Terça-feira;14;4277
Hippokampos;14/01/2014 14:16;L2343;C8202;both;14 - Terça-feira;14;17
Carlyle Chemical Inc.;14/01/2014 14:21;L5756;C7792;credit;14 - Terça-feira;14;855
Abila Airport;14/01/2014 15:32;L2769;C8642;credit;14 - Terça-feira;15;4918
Octavio's Office Supplies;14/01/2014 15:49;L8148;C6816;credit;14 - Terça-feira;15;132
Carlyle Chemical Inc.;14/01/2014 16:16;L5756;C7792;both;14 - Terça-feira;16;3471
Nationwide Refinery;14/01/2014 16:28;L3317;C2276;both;14 - Terça-feira;16;4430
Hippokampos;14/01/2014 19:44;L7783;C1415;both;14 - Terça-feira;19;40
Guy's Gyros;14/01/2014 19:59;L6544;C7108;credit;14 - Terça-feira;19;94
Guy's Gyros;14/01/2014 20:01;L8566;C4795;both;14 - Terça-feira;20;24
Albert's Fine Clothing;14/01/2014 20:05;L2490;C3484;both;14 - Terça-feira;20;51
Katerina’s Café;14/01/2014 20:09;L6119;C7889;credit;14 - Terça-feira;20;92
Katerina’s Café;14/01/2014 20:15;L8328;C8129;credit;14 - Terça-feira;20;28
Guy's Gyros;14/01/2014 20:15;L8148;C6816;credit;14 - Terça-feira;20;18
Guy's Gyros;14/01/2014 20:17;L2247;C5368;both;14 - Terça-feira;20;35
Katerina’s Café;14/01/2014 20:17;L9362;C3547;both;14 - Terça-feira;20;37
Guy's Gyros;14/01/2014 20:19;L3800;C7384;both;14 - Terça-feira;20;13
Katerina’s Café;14/01/2014 20:19;L4034;C5407;both;14 - Terça-feira;20;32
Hippokampos;14/01/2014 20:22;L6886;C2463;both;14 - Terça-feira;20;10
Guy's Gyros;14/01/2014 20:25;L1485;C3853;credit;14 - Terça-feira;20;11
Katerina’s Café;14/01/2014 20:26;L4424;C1874;both;14 - Terça-feira;20;13
Guy's Gyros;14/01/2014 20:29;L5259;C7819;both;14 - Terça-feira;20;25
Ouzeri Elian;14/01/2014 20:32;L6267;C6899;both;14 - Terça-feira;20;12
Frydos Autosupply n' More;14/01/2014 20:33;L2169;C4434;both;14 - Terça-feira;20;43
Katerina’s Café;14/01/2014 20:34;L7814;C3492;both;14 - Terça-feira;20;12
Ouzeri Elian;14/01/2014 20:41;L3288;C1286;credit;14 - Terça-feira;20;24
Katerina’s Café;14/01/2014 20:42;L2343;C8202;credit;14 - Terça-feira;20;47
Frydos Autosupply n' More;14/01/2014 20:43;L9363;C6901;both;14 - Terça-feira;20;147
Ouzeri Elian;14/01/2014 20:46;L1107;C2681;credit;14 - Terça-feira;20;81
Hippokampos;14/01/2014 20:48;L2070;C8332;credit;14 - Terça-feira;20;44
Albert's Fine Clothing;14/01/2014 20:50;L3191;C9635;both;14 - Terça-feira;20;229
Katerina’s Café;14/01/2014 20:50;L6110;C8411;both;14 - Terça-feira;20;25
Hippokampos;14/01/2014 21:04;L3366;C6895;credit;14 - Terça-feira;21;28
Katerina’s Café;14/01/2014 21:10;L5553;C9617;both;14 - Terça-feira;21;18
Roberts and Sons;14/01/2014 21:14;L3259;C9405;credit;14 - Terça-feira;21;224
Frydos Autosupply n' More;14/01/2014 21:28;L9406;C4948;both;14 - Terça-feira;21;49
Hippokampos;14/01/2014 21:31;L5947;C2540;both;14 - Terça-feira;21;22
Guy's Gyros;14/01/2014 21:31;L9254;C7354;both;14 - Terça-feira;21;26
Hallowed Grounds;15/01/2014 07:33;L6119;C7889;credit;15 - Quarta-feira;7;12
Brew've Been Served;15/01/2014 07:34;L3800;C7384;both;15 - Quarta-feira;7;4
Hallowed Grounds;15/01/2014 07:36;L5553;C9617;both;15 - Quarta-feira;7;5
Brew've Been Served;15/01/2014 07:36;L8148;C6816;both;15 - Quarta-feira;7;16
Hallowed Grounds;15/01/2014 07:39;L8328;C8129;credit;15 - Quarta-feira;7;6
Brew've Been Served;15/01/2014 07:40;L7291;C9683;both;15 - Quarta-feira;7;20
Hallowed Grounds;15/01/2014 07:44;L6544;C7108;both;15 - Quarta-feira;7;12
Coffee Cameleon;15/01/2014 07:45;L9637;C2142;both;15 - Quarta-feira;7;20
Brew've Been Served;15/01/2014 07:45;L3259;C9405;both;15 - Quarta-feira;7;11
Brew've Been Served;15/01/2014 07:48;L5259;C7819;both;15 - Quarta-feira;7;7
Brew've Been Served;15/01/2014 07:49;L3288;C1286;both;15 - Quarta-feira;7;11
Brew've Been Served;15/01/2014 07:50;L9254;C7354;credit;15 - Quarta-feira;7;19
Coffee Cameleon;15/01/2014 07:51;L9362;C3547;both;15 - Quarta-feira;7;14
Hallowed Grounds;15/01/2014 07:51;L6267;C6899;credit;15 - Quarta-feira;7;79
Coffee Cameleon;15/01/2014 07:56;L1682;C7253;both;15 - Quarta-feira;7;5
Brew've Been Served;15/01/2014 07:57;L8566;C4795;both;15 - Quarta-feira;7;5
Brew've Been Served;15/01/2014 07:58;L9406;C4948;both;15 - Quarta-feira;7;3
Brew've Been Served;15/01/2014 07:58;L6110;C8411;both;15 - Quarta-feira;7;6
Brew've Been Served;15/01/2014 07:58;L2490;C3484;both;15 - Quarta-feira;7;14
Hallowed Grounds;15/01/2014 07:59;L7814;C3492;both;15 - Quarta-feira;7;14
Brew've Been Served;15/01/2014 08:00;L2247;C5368;both;15 - Quarta-feira;8;8
Hallowed Grounds;15/01/2014 08:00;L8012;C1310;credit;15 - Quarta-feira;8;15
Brew've Been Served;15/01/2014 08:01;L2169;C4434;credit;15 - Quarta-feira;8;50
Brew've Been Served;15/01/2014 08:02;L1485;C3853;both;15 - Quarta-feira;8;16
Coffee Cameleon;15/01/2014 08:05;L9018;C2418;credit;15 - Quarta-feira;8;56
Brew've Been Served;15/01/2014 08:05;L4034;C5407;credit;15 - Quarta-feira;8;12
Brew've Been Served;15/01/2014 08:06;L2343;C8202;both;15 - Quarta-feira;8;3
Hallowed Grounds;15/01/2014 08:13;L1107;C2681;both;15 - Quarta-feira;8;14
Brew've Been Served;15/01/2014 08:14;L9363;C6901;both;15 - Quarta-feira;8;19
Carlyle Chemical Inc.;15/01/2014 09:34;L5756;C7792;both;15 - Quarta-feira;9;3608
Nationwide Refinery;15/01/2014 10:00;L5485;C9152;credit;15 - Quarta-feira;10;1904
Nationwide Refinery;15/01/2014 10:14;L9633;C9735;both;15 - Quarta-feira;10;1391
Stewart and Sons Fabrication;15/01/2014 11:18;L5485;C9152;credit;15 - Quarta-feira;11;4545
Stewart and Sons Fabrication;15/01/2014 11:44;L9633;C9735;credit;15 - Quarta-feira;11;4741
Nationwide Refinery;15/01/2014 11:55;L5756;C7792;both;15 - Quarta-feira;11;3005
Bean There Done That;15/01/2014 12:00;L3191;C9635;both;15 - Quarta-feira;12;5
Jack's Magical Beans;15/01/2014 12:00;L6267;C6899;credit;15 - Quarta-feira;12;11
Brewed Awakenings;15/01/2014 12:00;L5947;C2540;credit;15 - Quarta-feira;12;92
Bean There Done That;15/01/2014 12:00;L3014;C1877;credit;15 - Quarta-feira;12;93
Brewed Awakenings;15/01/2014 12:00;L2070;C8332;both;15 - Quarta-feira;12;4
Bean There Done That;15/01/2014 12:00;L4149;C1321;both;15 - Quarta-feira;12;19
Bean There Done That;15/01/2014 12:00;L3366;C6895;both;15 - Quarta-feira;12;15
Jack's Magical Beans;15/01/2014 12:00;L3288;C1286;both;15 - Quarta-feira;12;5
Jack's Magical Beans;15/01/2014 12:00;L5224;C8156;credit;15 - Quarta-feira;12;84
Jack's Magical Beans;15/01/2014 12:00;L6886;C2463;both;15 - Quarta-feira;12;20
Abila Airport;15/01/2014 12:25;L2769;C8642;both;15 - Quarta-feira;12;3152
Kalami Kafenion;15/01/2014 13:08;L5224;C8156;both;15 - Quarta-feira;13;22
Ouzeri Elian;15/01/2014 13:10;L1682;C7253;both;15 - Quarta-feira;13;9
Hippokampos;15/01/2014 13:12;L2070;C8332;both;15 - Quarta-feira;13;37
Hippokampos;15/01/2014 13:12;L7291;C9683;credit;15 - Quarta-feira;13;119
Katerina’s Café;15/01/2014 13:13;L5756;C7792;both;15 - Quarta-feira;13;24
Katerina’s Café;15/01/2014 13:17;L9018;C2418;credit;15 - Quarta-feira;13;89
Guy's Gyros;15/01/2014 13:22;L7783;C1415;both;15 - Quarta-feira;13;14
Abila Zacharo;15/01/2014 13:22;L6119;C7889;both;15 - Quarta-feira;13;31
Ouzeri Elian;15/01/2014 13:22;L2490;C3484;both;15 - Quarta-feira;13;13
Hippokampos;15/01/2014 13:24;L6267;C6899;both;15 - Quarta-feira;13;13
Abila Zacharo;15/01/2014 13:26;L4164;C7688;both;15 - Quarta-feira;13;24
Katerina’s Café;15/01/2014 13:27;L3288;C1286;both;15 - Quarta-feira;13;56
Ouzeri Elian;15/01/2014 13:31;L4149;C1321;both;15 - Quarta-feira;13;36
Kalami Kafenion;15/01/2014 13:35;L4424;C1874;both;15 - Quarta-feira;13;26
Kalami Kafenion;15/01/2014 13:36;L6110;C8411;both;15 - Quarta-feira;13;37
Kalami Kafenion;15/01/2014 13:37;L4034;C5407;both;15 - Quarta-feira;13;39
Hippokampos;15/01/2014 13:39;L3259;C9405;credit;15 - Quarta-feira;13;9
Gelatogalore;15/01/2014 13:39;L6886;C2463;both;15 - Quarta-feira;13;10
Ouzeri Elian;15/01/2014 13:40;L2247;C5368;both;15 - Quarta-feira;13;26
Hippokampos;15/01/2014 13:41;L5947;C2540;credit;15 - Quarta-feira;13;83
Guy's Gyros;15/01/2014 13:41;L9254;C7354;credit;15 - Quarta-feira;13;49
Hippokampos;15/01/2014 13:42;L3014;C1877;both;15 - Quarta-feira;13;32
Ouzeri Elian;15/01/2014 13:42;L6544;C7108;both;15 - Quarta-feira;13;23
Guy's Gyros;15/01/2014 13:44;L9637;C2142;both;15 - Quarta-feira;13;16
Abila Zacharo;15/01/2014 13:45;L3191;C9635;credit;15 - Quarta-feira;13;89
Kalami Kafenion;15/01/2014 13:45;L3366;C6895;credit;15 - Quarta-feira;13;48
Guy's Gyros;15/01/2014 13:45;L6267;C6899;both;15 - Quarta-feira;13;12
Gelatogalore;15/01/2014 13:46;L6417;C7117;both;15 - Quarta-feira;13;25
Guy's Gyros;15/01/2014 13:46;L2343;C8202;both;15 - Quarta-feira;13;17
Abila Zacharo;15/01/2014 13:47;L3800;C7384;credit;15 - Quarta-feira;13;20
Ouzeri Elian;15/01/2014 13:51;L8328;C8129;both;15 - Quarta-feira;13;27
Gelatogalore;15/01/2014 13:55;L1485;C3853;both;15 - Quarta-feira;13;31
Gelatogalore;15/01/2014 13:58;L5259;C7819;both;15 - Quarta-feira;13;39
Abila Zacharo;15/01/2014 13:58;L9362;C3547;both;15 - Quarta-feira;13;34
Gelatogalore;15/01/2014 13:59;L1107;C2681;credit;15 - Quarta-feira;13;42
Guy's Gyros;15/01/2014 14:00;L5553;C9617;both;15 - Quarta-feira;14;26
Katerina’s Café;15/01/2014 14:00;L8012;C1310;both;15 - Quarta-feira;14;12
Hippokampos;15/01/2014 14:02;L2169;C4434;credit;15 - Quarta-feira;14;118
Abila Zacharo;15/01/2014 14:02;L7814;C3492;both;15 - Quarta-feira;14;25
Abila Zacharo;15/01/2014 14:04;L9406;C4948;credit;15 - Quarta-feira;14;47
Kronos Pipe and Irrigation;15/01/2014 14:12;L8477;C4530;both;15 - Quarta-feira;14;2564
Kalami Kafenion;15/01/2014 14:13;L9363;C6901;both;15 - Quarta-feira;14;29
Carlyle Chemical Inc.;15/01/2014 14:25;L5756;C7792;both;15 - Quarta-feira;14;1112
Maximum Iron and Steel;15/01/2014 15:11;L8477;C4530;both;15 - Quarta-feira;15;4788
Abila Airport;15/01/2014 15:40;L2769;C8642;both;15 - Quarta-feira;15;876
Carlyle Chemical Inc.;15/01/2014 17:01;L5756;C7792;both;15 - Quarta-feira;17;1393
Ouzeri Elian;15/01/2014 19:18;L3288;C1286;both;15 - Quarta-feira;19;29
Katerina’s Café;15/01/2014 19:50;L7814;C3492;both;15 - Quarta-feira;19;39
Frydos Autosupply n' More;15/01/2014 19:52;L5947;C2540;both;15 - Quarta-feira;19;19
Guy's Gyros;15/01/2014 19:53;L2490;C3484;credit;15 - Quarta-feira;19;98
Hippokampos;15/01/2014 19:55;L7783;C1415;credit;15 - Quarta-feira;19;13
Guy's Gyros;15/01/2014 19:55;L2169;C4434;both;15 - Quarta-feira;19;31
General Grocer;15/01/2014 19:56;L5259;C7819;credit;15 - Quarta-feira;19;126
Katerina’s Café;15/01/2014 19:59;L8328;C8129;credit;15 - Quarta-feira;19;25
Katerina’s Café;15/01/2014 20:00;L9637;C2142;credit;15 - Quarta-feira;20;30
Guy's Gyros;15/01/2014 20:02;L9254;C7354;both;15 - Quarta-feira;20;29
Frydos Autosupply n' More;15/01/2014 20:04;L7291;C9683;both;15 - Quarta-feira;20;235
Katerina’s Café;15/01/2014 20:05;L5553;C9617;both;15 - Quarta-feira;20;11
Guy's Gyros;15/01/2014 20:06;L2247;C5368;credit;15 - Quarta-feira;20;45
Guy's Gyros;15/01/2014 20:08;L8148;C6816;both;15 - Quarta-feira;20;36
Hippokampos;15/01/2014 20:10;L3191;C9635;both;15 - Quarta-feira;20;35
Shoppers' Delight;15/01/2014 20:10;L2070;C8332;credit;15 - Quarta-feira;20;162
Hippokampos;15/01/2014 20:16;L4164;C7688;credit;15 - Quarta-feira;20;12
Katerina’s Café;15/01/2014 20:17;L6110;C8411;both;15 - Quarta-feira;20;29
Hippokampos;15/01/2014 20:23;L4149;C1321;both;15 - Quarta-feira;20;10
Katerina’s Café;15/01/2014 20:23;L8012;C1310;both;15 - Quarta-feira;20;40
Hippokampos;15/01/2014 20:24;L3014;C1877;both;15 - Quarta-feira;20;16
Katerina’s Café;15/01/2014 20:26;L2343;C8202;credit;15 - Quarta-feira;20;62
Ouzeri Elian;15/01/2014 20:29;L6267;C6899;both;15 - Quarta-feira;20;23
Katerina’s Café;15/01/2014 20:29;L9018;C2418;both;15 - Quarta-feira;20;30
Frydos Autosupply n' More;15/01/2014 20:33;L4424;C1874;credit;15 - Quarta-feira;20;19
Albert's Fine Clothing;15/01/2014 20:46;L6417;C7117;both;15 - Quarta-feira;20;228
Frydos Autosupply n' More;15/01/2014 20:57;L9406;C4948;both;15 - Quarta-feira;20;277
Guy's Gyros;15/01/2014 20:59;L1485;C3853;credit;15 - Quarta-feira;20;61
Katerina’s Café;15/01/2014 21:05;L1682;C7253;both;15 - Quarta-feira;21;14
Guy's Gyros;15/01/2014 21:05;L3288;C1286;both;15 - Quarta-feira;21;27
Ouzeri Elian;15/01/2014 21:05;L1107;C2681;both;15 - Quarta-feira;21;9
Hippokampos;15/01/2014 21:08;L3366;C6895;credit;15 - Quarta-feira;21;101
Katerina’s Café;15/01/2014 21:21;L9362;C3547;both;15 - Quarta-feira;21;27
Hippokampos;15/01/2014 21:42;L5224;C8156;both;15 - Quarta-feira;21;37
Kronos Mart;16/01/2014 07:30;L6544;C7108;credit;16 - Quinta-feira;7;299
Brew've Been Served;16/01/2014 07:33;L2247;C5368;credit;16 - Quinta-feira;7;25
Brew've Been Served;16/01/2014 07:34;L9254;C7354;both;16 - Quinta-feira;7;8
Brew've Been Served;16/01/2014 07:36;L2490;C3484;both;16 - Quinta-feira;7;20
Coffee Cameleon;16/01/2014 07:38;L9362;C3547;credit;16 - Quinta-feira;7;67
Hallowed Grounds;16/01/2014 07:44;L6119;C7889;both;16 - Quinta-feira;7;14
Hallowed Grounds;16/01/2014 07:44;L6544;C7108;both;16 - Quinta-feira;7;18
Hallowed Grounds;16/01/2014 07:44;L7814;C3492;both;16 - Quinta-feira;7;18
Hallowed Grounds;16/01/2014 07:45;L8328;C8129;both;16 - Quinta-feira;7;18
Brew've Been Served;16/01/2014 07:50;L3800;C7384;both;16 - Quinta-feira;7;7
Hallowed Grounds;16/01/2014 07:51;L5553;C9617;credit;16 - Quinta-feira;7;45
Hallowed Grounds;16/01/2014 07:51;L8012;C1310;credit;16 - Quinta-feira;7;10
Brew've Been Served;16/01/2014 07:52;L3288;C1286;both;16 - Quinta-feira;7;13
Brew've Been Served;16/01/2014 07:53;L8566;C4795;both;16 - Quinta-feira;7;5
Brew've Been Served;16/01/2014 07:54;L9406;C4948;credit;16 - Quinta-feira;7;84
Hallowed Grounds;16/01/2014 07:54;L4424;C1874;both;16 - Quinta-feira;7;7
Brew've Been Served;16/01/2014 07:55;L8148;C6816;both;16 - Quinta-feira;7;13
Brew've Been Served;16/01/2014 07:56;L7291;C9683;credit;16 - Quinta-feira;7;4
Brew've Been Served;16/01/2014 08:02;L1485;C3853;both;16 - Quinta-feira;8;6
Coffee Cameleon;16/01/2014 08:03;L9018;C2418;credit;16 - Quinta-feira;8;63
Hallowed Grounds;16/01/2014 08:03;L3259;C9405;credit;16 - Quinta-feira;8;73
Brew've Been Served;16/01/2014 08:03;L9363;C6901;credit;16 - Quinta-feira;8;17
Hallowed Grounds;16/01/2014 08:05;L5777;C9551;both;16 - Quinta-feira;8;12
Hallowed Grounds;16/01/2014 08:07;L6267;C6899;both;16 - Quinta-feira;8;18
Brew've Been Served;16/01/2014 08:08;L2343;C8202;credit;16 - Quinta-feira;8;90
Brew've Been Served;16/01/2014 08:09;L2169;C4434;both;16 - Quinta-feira;8;17
Hallowed Grounds;16/01/2014 08:09;L1107;C2681;both;16 - Quinta-feira;8;5
Brew've Been Served;16/01/2014 08:19;L5259;C7819;both;16 - Quinta-feira;8;17
Brew've Been Served;16/01/2014 08:23;L6110;C8411;both;16 - Quinta-feira;8;11
Abila Airport;16/01/2014 09:18;L7761;C3506;both;16 - Quinta-feira;9;1677
Carlyle Chemical Inc.;16/01/2014 09:52;L5756;C7792;both;16 - Quinta-feira;9;420
Nationwide Refinery;16/01/2014 10:16;L9633;C9735;both;16 - Quinta-feira;10;1494
Stewart and Sons Fabrication;16/01/2014 11:06;L7761;C3506;credit;16 - Quinta-feira;11;940
Nationwide Refinery;16/01/2014 11:25;L5756;C7792;both;16 - Quinta-feira;11;4743
Stewart and Sons Fabrication;16/01/2014 11:45;L9633;C9735;both;16 - Quinta-feira;11;4543
Coffee Shack;16/01/2014 12:00;L6417;C7117;both;16 - Quinta-feira;12;10
Bean There Done That;16/01/2014 12:00;L7783;C1415;both;16 - Quinta-feira;12;20
Bean There Done That;16/01/2014 12:00;L3191;C9635;both;16 - Quinta-feira;12;12
Brewed Awakenings;16/01/2014 12:00;L4164;C7688;credit;16 - Quinta-feira;12;18
Jack's Magical Beans;16/01/2014 12:00;L6267;C6899;both;16 - Quinta-feira;12;9
Brewed Awakenings;16/01/2014 12:00;L5947;C2540;both;16 - Quinta-feira;12;7
Bean There Done That;16/01/2014 12:00;L3014;C1877;both;16 - Quinta-feira;12;6
Brewed Awakenings;16/01/2014 12:00;L2070;C8332;both;16 - Quinta-feira;12;6
Bean There Done That;16/01/2014 12:00;L4149;C1321;credit;16 - Quinta-feira;12;98
Bean There Done That;16/01/2014 12:00;L3366;C6895;both;16 - Quinta-feira;12;17
Jack's Magical Beans;16/01/2014 12:00;L3288;C1286;both;16 - Quinta-feira;12;15
Jack's Magical Beans;16/01/2014 12:00;L5224;C8156;both;16 - Quinta-feira;12;13
Jack's Magical Beans;16/01/2014 12:00;L6886;C2463;both;16 - Quinta-feira;12;7
Nationwide Refinery;16/01/2014 12:32;L7761;C3506;both;16 - Quinta-feira;12;2047
Abila Airport;16/01/2014 12:40;L2769;C8642;both;16 - Quinta-feira;12;3917
Katerina’s Café;16/01/2014 13:17;L7291;C9683;both;16 - Quinta-feira;13;11
Katerina’s Café;16/01/2014 13:19;L4164;C7688;both;16 - Quinta-feira;13;28
Hippokampos;16/01/2014 13:19;L2070;C8332;both;16 - Quinta-feira;13;18
Abila Zacharo;16/01/2014 13:22;L3288;C1286;both;16 - Quinta-feira;13;65
Abila Airport;16/01/2014 13:22;L3317;C2276;both;16 - Quinta-feira;13;3139
Hippokampos;16/01/2014 13:22;L5224;C8156;credit;16 - Quinta-feira;13;26
Guy's Gyros;16/01/2014 13:23;L6119;C7889;both;16 - Quinta-feira;13;31
Katerina’s Café;16/01/2014 13:23;L5756;C7792;both;16 - Quinta-feira;13;35
Hippokampos;16/01/2014 13:26;L6267;C6899;both;16 - Quinta-feira;13;36
Katerina’s Café;16/01/2014 13:27;L2490;C3484;both;16 - Quinta-feira;13;34
Katerina’s Café;16/01/2014 13:27;L4034;C5407;both;16 - Quinta-feira;13;40
Abila Zacharo;16/01/2014 13:27;L9362;C3547;both;16 - Quinta-feira;13;31
Guy's Gyros;16/01/2014 13:28;L5777;C9551;both;16 - Quinta-feira;13;10
Hippokampos;16/01/2014 13:30;L1682;C7253;both;16 - Quinta-feira;13;17
Hippokampos;16/01/2014 13:30;L5947;C2540;both;16 - Quinta-feira;13;10
Gelatogalore;16/01/2014 13:33;L6886;C2463;both;16 - Quinta-feira;13;12
Hippokampos;16/01/2014 13:35;L6267;C6899;both;16 - Quinta-feira;13;13
Hippokampos;16/01/2014 13:36;L7783;C1415;both;16 - Quinta-feira;13;31
Gelatogalore;16/01/2014 13:37;L3259;C9405;both;16 - Quinta-feira;13;22
Abila Zacharo;16/01/2014 13:39;L8566;C4795;credit;16 - Quinta-feira;13;69
Guy's Gyros;16/01/2014 13:42;L5259;C7819;both;16 - Quinta-feira;13;30
Hippokampos;16/01/2014 13:43;L4149;C1321;both;16 - Quinta-feira;13;15
Katerina’s Café;16/01/2014 13:43;L2247;C5368;both;16 - Quinta-feira;13;38
Guy's Gyros;16/01/2014 13:44;L8148;C6816;both;16 - Quinta-feira;13;13
Hippokampos;16/01/2014 13:44;L9254;C7354;both;16 - Quinta-feira;13;18
Ouzeri Elian;16/01/2014 13:45;L1485;C3853;both;16 - Quinta-feira;13;12
Kalami Kafenion;16/01/2014 13:45;L2343;C8202;both;16 - Quinta-feira;13;9
Ouzeri Elian;16/01/2014 13:45;L9637;C2142;credit;16 - Quinta-feira;13;18
Abila Zacharo;16/01/2014 13:47;L6544;C7108;credit;16 - Quinta-feira;13;36
Kalami Kafenion;16/01/2014 13:48;L3191;C9635;credit;16 - Quinta-feira;13;91
Abila Zacharo;16/01/2014 13:48;L9406;C4948;both;16 - Quinta-feira;13;24
Gelatogalore;16/01/2014 13:48;L4424;C1874;both;16 - Quinta-feira;13;32
Hippokampos;16/01/2014 13:48;L5553;C9617;both;16 - Quinta-feira;13;30
Kalami Kafenion;16/01/2014 13:48;L7814;C3492;both;16 - Quinta-feira;13;12
Kalami Kafenion;16/01/2014 13:49;L3800;C7384;both;16 - Quinta-feira;13;9
Hippokampos;16/01/2014 13:54;L8012;C1310;credit;16 - Quinta-feira;13;8
Hippokampos;16/01/2014 13:55;L6110;C8411;credit;16 - Quinta-feira;13;30
Abila Zacharo;16/01/2014 13:55;L9363;C6901;both;16 - Quinta-feira;13;8
Ouzeri Elian;16/01/2014 14:00;L9018;C2418;both;16 - Quinta-feira;14;9
Ouzeri Elian;16/01/2014 14:01;L6417;C7117;both;16 - Quinta-feira;14;8
Guy's Gyros;16/01/2014 14:05;L3014;C1877;both;16 - Quinta-feira;14;33
Octavio's Office Supplies;16/01/2014 15:58;L2247;C5368;both;16 - Quinta-feira;15;131
Abila Scrapyard;16/01/2014 16:56;L3317;C2276;both;16 - Quinta-feira;16;1897
Gelatogalore;16/01/2014 17:07;L2169;C4434;both;16 - Quinta-feira;17;11
Carlyle Chemical Inc.;16/01/2014 17:17;L5756;C7792;both;16 - Quinta-feira;17;1814
Katerina’s Café;16/01/2014 18:49;L6110;C8411;credit;16 - Quinta-feira;18;94
Guy's Gyros;16/01/2014 19:04;L3800;C7384;both;16 - Quinta-feira;19;26
Guy's Gyros;16/01/2014 19:09;L2490;C3484;both;16 - Quinta-feira;19;8
Katerina’s Café;16/01/2014 19:39;L6119;C7889;both;16 - Quinta-feira;19;11
Guy's Gyros;16/01/2014 19:40;L8566;C4795;both;16 - Quinta-feira;19;38
Frydos Autosupply n' More;16/01/2014 19:45;L4424;C1874;both;16 - Quinta-feira;19;53
Katerina’s Café;16/01/2014 19:47;L9362;C3547;credit;16 - Quinta-feira;19;34
Katerina’s Café;16/01/2014 20:05;L4034;C5407;credit;16 - Quinta-feira;20;69
Albert's Fine Clothing;16/01/2014 20:08;L6417;C7117;both;16 - Quinta-feira;20;283
Katerina’s Café;16/01/2014 20:09;L8328;C8129;both;16 - Quinta-feira;20;19
Guy's Gyros;16/01/2014 20:09;L9363;C6901;both;16 - Quinta-feira;20;28
Hippokampos;16/01/2014 20:13;L4149;C1321;both;16 - Quinta-feira;20;29
Guy's Gyros;16/01/2014 20:14;L7291;C9683;credit;16 - Quinta-feira;20;111
